Raw num:,Locality,Zip code,Kitchen,Type of property,Subtype of property,Price of property in euro,Type of Sale,Number of bedrooms,Living area,Terrace,Garden,Garden area,Surface of the land(or plot of land),Number of facades,Swimming pool,ID number,State of the building,URL
,Saint-Gilles,1060,1,apartment,apartment,250000,isUnderOption,1,55,,,,,2,,10423650,good,https://www.immoweb.be/en/classified/apartment/for-sale/saint-gilles/1060/10423650
,Woluwe-Saint-Lambert,1200,1,apartment,apartment,250000,isUnderOption,2,80,1,,,,2,,10346585,as new,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/10346585
,Molenbeek-Saint-Jean,1080,1,apartment,apartment,249000,isUnderOption,2,101,1,,,,2,,9935237,as new,https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/9935237
,La Louvière Houdeng-Aimeries,7110,1,house,house,235000,isUnderOption,3,171,1,1,75,230,2,,10503559,good,https://www.immoweb.be/en/classified/house/for-sale/la%20louvi%C3%A8re%20houdeng-aimeries/7110/10503559
,Evere,1140,1,apartment,apartment,249000,,1,93,1,,,,2,,10547687,good,https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/10547687
,Schaerbeek,1030,1,apartment,apartment,255000,,2,90,1,,,,2,,10626062,to renovate,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/10626062
,Molenbeek-Saint-Jean,1080,1,apartment,apartment,249000,isUnderOption,2,87,,,,,2,,10576965,as new,https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/10576965
,Villers-la-Ville,1495,1,apartment,apartment,250000,isUnderOption,2,115,,,,,3,,10595037,good,https://www.immoweb.be/en/classified/apartment/for-sale/villers-la-ville/1495/10595037
,Uccle,1180,1,apartment,apartment,250000,isUnderOption,1,65,1,,,,3,,10470073,as new,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/10470073
,Jette,1090,1,apartment,apartment,250000,isUnderOption,2,90,1,,,,,,9542529,good,https://www.immoweb.be/en/classified/apartment/for-sale/jette/1090/9542529
,Dilbeek,1700,1,apartment,duplex,254000,,3,119,1,,,,2,,10625519,good,https://www.immoweb.be/en/classified/duplex/for-sale/dilbeek/1700/10625519
,Etterbeek,1040,1,apartment,apartment,260000,,1,73,1,,,,2,,10586999,to renovate,https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/10586999
,Bruxelles,1000,1,apartment,apartment,260000,,2,86,1,,,,2,,10606089,good,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/10606089
,Ganshoren,1083,1,apartment,apartment,259000,isUnderOption,2,111,1,,,,,,10628852,good,https://www.immoweb.be/en/classified/apartment/for-sale/ganshoren/1083/10628852
,Wemmel,1780,1,apartment,apartment,255000,isUnderOption,2,80,1,,,,2,,10166521,as new,https://www.immoweb.be/en/classified/apartment/for-sale/wemmel/1780/10166521
,Antwerp,2000,1,apartment,apartment,259000,,1,53,1,,,,2,,10348162,good,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2000/10348162
,Evere,1140,1,apartment,apartment,260000,,2,64,1,,,,2,,10511080,just renovated,https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/10511080
,Laeken,1020,1,apartment,apartment,265000,isUnderOption,2,95,1,,,,2,,10422817,just renovated,https://www.immoweb.be/en/classified/apartment/for-sale/laeken/1020/10422817
,Jette,1090,1,apartment,apartment,260000,,2,70,,,,,2,,10526458,good,https://www.immoweb.be/en/classified/apartment/for-sale/jette/1090/10526458
,Bruxelles,1000,1,apartment,apartment,270000,,2,86,1,,,,2,,10606088,good,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/10606088
,Uccle,1180,1,apartment,apartment,265000,isUnderOption,2,72,,,,,2,,10373036,good,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/10373036
,Dilbeek,1703,1,apartment,apartment,269000,,2,72,1,,,,,,10636414,as new,https://www.immoweb.be/en/classified/apartment/for-sale/dilbeek/1703/10636414
,Woluwe-Saint-Lambert,1200,0,apartment,apartment,265000,,2,95,,,,,3,,10557328,to renovate,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/10557328
,Schaerbeek,1030,0,apartment,apartment,265000,,2,95,,,,,3,,10557326,to renovate,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/10557326
,Jemeppe-sur-Sambre,5190,,apartment,duplex,265000,,2,90,1,1,100,,3,,10636518,as new,https://www.immoweb.be/en/classified/duplex/for-sale/jemeppe-sur-sambre/5190/10636518
,Woluwe-Saint-Pierre,1150,0,apartment,apartment,265000,isUnderOption,2,74,1,,,,,,10605076,as new,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/10605076
,Schaerbeek,1030,1,apartment,apartment,280000,isUnderOption,2,88,,,,,2,,10206509,to renovate,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/10206509
,Woluwe-Saint-Lambert,1200,1,apartment,apartment,279000,isUnderOption,2,90,,,,,2,,10578164,to renovate,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/10578164
,Willebroek,2830,1,apartment,apartment,275000,,2,70,1,,,,2,,10607021,good,https://www.immoweb.be/en/classified/apartment/for-sale/willebroek/2830/10607021
,Schaerbeek,1030,1,apartment,apartment,275000,,2,91,1,,,,2,,10572447,to be done up,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/10572447
,Forest,1190,1,apartment,apartment,275000,isUnderOption,1,83,,,,,2,,10278004,good,https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/10278004
,La Louvière Strépy-Bracquegnies,7110,1,house,house,240000,,4,152,1,1,594,907,3,,10351964,as new,https://www.immoweb.be/en/classified/house/for-sale/la%20louvi%C3%A8re%20str%C3%A9py-bracquegnies/7110/10351964
,Andenne,5300,0,house,house,239000,isUnderOption,3,121,1,,,671,4,,10630938,to be done up,https://www.immoweb.be/en/classified/house/for-sale/andenne/5300/10630938
,Visé,4600,1,house,house,245000,isUnderOption,4,131,1,1,74,675,3,,10350923,to be done up,https://www.immoweb.be/en/classified/house/for-sale/vis%C3%A9/4600/10350923
,Andenne,5300,0,house,house,239000,isUnderOption,3,121,1,,,671,4,,10483081,to be done up,https://www.immoweb.be/en/classified/house/for-sale/andenne/5300/10483081
,Bruxelles,1000,1,house,house,250000,,4,75,,,,17,2,,10573731,to restore,https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10573731
,Tubize,1480,1,house,mixed use building,249000,isUnderOption,2,120,,,,316,2,,9964122,good,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/tubize/1480/9964122
,Huy,4500,1,house,house,275000,isUnderOption,6,315,,,,123,2,,10485534,good,https://www.immoweb.be/en/classified/house/for-sale/huy/4500/10485534
,Huy,4500,1,house,apartment block,275000,isUnderOption,6,315,,,,123,2,,10496227,good,https://www.immoweb.be/en/classified/apartment-block/for-sale/huy/4500/10496227
,Amay,4540,1,house,house,249500,isUnderOption,2,125,1,1,1337,1562,3,,10329933,good,https://www.immoweb.be/en/classified/house/for-sale/amay/4540/10329933
,Lede,9340,1,house,house,259000,,3,125,1,,,82,2,,10563364,good,https://www.immoweb.be/en/classified/house/for-sale/lede/9340/10563364
,Waremme,4300,,house,country cottage,250000,,3,125,,,,340,3,,10566899,to renovate,https://www.immoweb.be/en/classified/country-cottage/for-sale/waremme/4300/10566899
,Bissegem,8501,1,house,house,275000,,3,155,1,,,465,3,,10589823,to renovate,https://www.immoweb.be/en/classified/house/for-sale/bissegem/8501/10589823
,Bouillon - Bellevaux,6830,1,house,house,289000,,5,221,1,1,1500,2339,3,,10508524,good,https://www.immoweb.be/en/classified/house/for-sale/bouillon%20-%20bellevaux/6830/10508524
,Musson,6750,1,house,house,279000,,4,128,1,,,185,3,,10464316,to renovate,https://www.immoweb.be/en/classified/house/for-sale/musson/6750/10464316
,Wichelen,9260,0,house,bungalow,279000,,3,180,1,,,280,2,,10629762,to be done up,https://www.immoweb.be/en/classified/bungalow/for-sale/wichelen/9260/10629762
,Ronse,9600,1,house,house,295000,,4,172,1,1,500,775,4,,10630008,good,https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/10630008
,Ronse,9600,1,house,house,295000,,3,172,1,1,500,775,4,,10566104,good,https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/10566104
,Ronse,9600,1,house,mixed use building,295000,,5,,1,,,480,2,,10003436,to be done up,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/ronse/9600/10003436
,Herzele,9550,1,house,mixed use building,298000,,7,220,1,,,477,2,,10622501,good,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/herzele/9550/10622501
,VISE,4600,1,house,house,299000,,5,171,1,,,257,3,,10311392,just renovated,https://www.immoweb.be/en/classified/house/for-sale/vise/4600/10311392
,Huy,4500,1,house,house,299000,isUnderOption,4,231,1,1,658,893,4,,10478013,good,https://www.immoweb.be/en/classified/house/for-sale/huy/4500/10478013
,Tubize,1480,1,house,house,299000,isUnderOption,3,188,1,1,168,266,2,,10538941,to be done up,https://www.immoweb.be/en/classified/house/for-sale/tubize/1480/10538941
,Seraing,4100,1,house,house,299000,isUnderOption,3,137,1,1,203,370,3,,10283811,as new,https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/10283811
,Desselgem,8792,1,house,house,299500,,3,140,,,,1461,4,,10606210,good,https://www.immoweb.be/en/classified/house/for-sale/desselgem/8792/10606210
,Nandrin,4550,1,house,house,319000,isUnderOption,3,165,1,1,750,1311,4,,10305505,good,https://www.immoweb.be/en/classified/house/for-sale/nandrin/4550/10305505
,Ronse,9600,1,house,house,299500,,3,152,1,1,100,240,3,,10590683,as new,https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/10590683
,Herent,3020,1,house,house,319000,,3,129,,,,76,2,,10543076,good,https://www.immoweb.be/en/classified/house/for-sale/herent/3020/10543076
,Seneffe,7180,1,house,villa,315000,isUnderOption,3,174,1,,,2129,4,,9928136,to renovate,https://www.immoweb.be/en/classified/villa/for-sale/seneffe/7180/9928136
,Gembloux,5030,1,house,house,300000,isUnderOption,3,152,1,1,800,1191,3,,10549310,good,https://www.immoweb.be/en/classified/house/for-sale/gembloux/5030/10549310
,Chiny,6810,1,house,house,319000,isUnderOption,6,272,1,1,1300,1570,2,,10614054,good,https://www.immoweb.be/en/classified/house/for-sale/chiny/6810/10614054
,Evere,1140,1,apartment,apartment,280000,,1,55,1,,,,2,,10593482,as new,https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/10593482
,Woluwe-Saint-Lambert,1200,1,apartment,apartment,280000,isUnderOption,2,88,,,,,2,,10391286,to renovate,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/10391286
,Schaerbeek,1030,1,apartment,apartment,280000,isUnderOption,2,88,,,,,2,,10206508,to renovate,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/10206508
,Middelkerke,8430,0,apartment,apartment,280000,,2,73,,,,,4,,10456069,good,https://www.immoweb.be/en/classified/apartment/for-sale/middelkerke/8430/10456069
,Woluwe-Saint-Lambert,1200,1,apartment,apartment,280000,isUnderOption,2,88,,,,,2,,10391285,to renovate,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/10391285
,Sint-Pieters-Woluwe,1150,1,apartment,apartment,285000,isUnderOption,1,70,,,,,1,,10579090,as new,https://www.immoweb.be/en/classified/apartment/for-sale/sint-pieters-woluwe/1150/10579090
,Saint-Gilles,1060,1,apartment,apartment,285000,isUnderOption,1,88,,,,,3,,10590366,good,https://www.immoweb.be/en/classified/apartment/for-sale/saint-gilles/1060/10590366
,Woluwe-Saint-Pierre,1150,1,apartment,penthouse,285000,,1,70,1,,,,2,,10619235,to be done up,https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-saint-pierre/1150/10619235
,Ganshoren,1083,1,apartment,apartment,290000,,2,99,1,,,,2,,10588134,good,https://www.immoweb.be/en/classified/apartment/for-sale/ganshoren/1083/10588134
,Schaerbeek,1030,1,apartment,apartment,290000,isUnderOption,2,85,,,,,2,,10279992,as new,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/10279992
,Schaerbeek,1030,1,apartment,apartment,285000,isUnderOption,2,84,1,,,,2,,10439957,good,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/10439957
,Uccle,1180,1,apartment,apartment,285000,,2,80,1,,,,2,,10603232,to be done up,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/10603232
,Forest,1190,1,apartment,apartment,299000,isUnderOption,3,120,1,,,,2,,10605986,good,https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/10605986
,Bruxelles,1000,1,apartment,apartment,289000,isUnderOption,2,80,1,,,,2,,10580987,good,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/10580987
,Anderlecht,1070,1,apartment,penthouse,299000,isUnderOption,2,110,1,,,,2,,9584170,good,https://www.immoweb.be/en/classified/penthouse/for-sale/anderlecht/1070/9584170
,Schaerbeek,1030,1,apartment,apartment,295000,isUnderOption,3,110,1,,,,3,,10483558,to be done up,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/10483558
,Liège,4000,1,apartment,apartment,295000,isUnderOption,3,141,1,,,,2,,10498299,good,https://www.immoweb.be/en/classified/apartment/for-sale/li%C3%A8ge/4000/10498299
,Schaerbeek,1030,1,apartment,apartment,295000,isUnderOption,2,98,1,,,,2,,10500734,good,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/10500734
,Woluwe-Saint-Pierre,1150,1,apartment,apartment,295000,isUnderOption,2,74,1,,,,4,,10498312,as new,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/10498312
,Anderlecht,1070,1,apartment,penthouse,295000,,3,127,1,,,,3,,10585210,as new,https://www.immoweb.be/en/classified/penthouse/for-sale/anderlecht/1070/10585210
,Uccle,1180,1,apartment,apartment,295000,isUnderOption,1,64,1,,,,2,,10206421,as new,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/10206421
,Woluwe-Saint-Lambert,1200,1,apartment,apartment,300000,isUnderOption,1,64,1,,,,2,,10403128,as new,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/10403128
,Woluwe-Saint-Lambert,1200,1,apartment,apartment,299000,isUnderOption,2,86,1,,,,2,,10191311,good,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/10191311
,Bruxelles,1000,1,apartment,flat studio,310000,,0,43,,,,,2,,10384121,as new,https://www.immoweb.be/en/classified/flat-studio/for-sale/bruxelles/1000/10384121
,Woluwe-Saint-Lambert,1200,1,apartment,apartment,300000,isUnderOption,2,80,1,,,,2,,10367225,as new,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/10367225
,Molenbeek-Saint-Jean,1080,1,apartment,apartment,300000,isUnderOption,3,130,1,,,,2,,10549831,as new,https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/10549831
,Villers-le-Bouillet,4530,1,house,house,325000,,6,190,1,,,877,4,,10594487,good,https://www.immoweb.be/en/classified/house/for-sale/villers-le-bouillet/4530/10594487
,Vilvoorde,1800,1,apartment,apartment,310000,,3,112,1,,,,2,,10456444,good,https://www.immoweb.be/en/classified/apartment/for-sale/vilvoorde/1800/10456444
,Evere,1140,1,apartment,apartment,314000,isUnderOption,2,114,1,,,,,,10433036,good,https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/10433036
,Villers-le-Bouillet,4530,1,house,house,329500,isUnderOption,4,160,1,,,800,4,,10512077,as new,https://www.immoweb.be/en/classified/house/for-sale/villers-le-bouillet/4530/10512077
,Sint-Lievens-Houtem,9520,1,house,house,329000,,3,200,1,1,400,755,4,,10625199,good,https://www.immoweb.be/en/classified/house/for-sale/sint-lievens-houtem/9520/10625199
,Waterloo,1410,1,apartment,apartment,315000,,1,43,1,,,,,,10464004,as new,https://www.immoweb.be/en/classified/apartment/for-sale/waterloo/1410/10464004
,Huy,4500,1,house,apartment block,329000,isUnderOption,4,201,,,,110,2,,10348420,good,https://www.immoweb.be/en/classified/apartment-block/for-sale/huy/4500/10348420
,Leuven Heverlee,3001,1,house,house,339000,isUnderOption,3,123,1,1,40,185,3,,10609701,to be done up,https://www.immoweb.be/en/classified/house/for-sale/leuven%20heverlee/3001/10609701
,Hulshout,2235,1,house,house,329000,,3,186,1,1,112,290,3,,10502676,good,https://www.immoweb.be/en/classified/house/for-sale/hulshout/2235/10502676
,Genappe,1470,1,house,apartment block,339500,,4,280,1,,,124,2,,10620932,as new,https://www.immoweb.be/en/classified/apartment-block/for-sale/genappe/1470/10620932
,Sint-Gillis-Waas,9170,1,house,house,329000,,5,173,,,,635,3,,10638294,to be done up,https://www.immoweb.be/en/classified/house/for-sale/sint-gillis-waas/9170/10638294
,Genappe,1470,1,house,house,339500,,4,280,1,,,124,2,,10620924,as new,https://www.immoweb.be/en/classified/house/for-sale/genappe/1470/10620924
,Nivelles,1400,1,house,house,339500,,4,280,1,,,124,2,,10620928,as new,https://www.immoweb.be/en/classified/house/for-sale/nivelles/1400/10620928
,Schaerbeek,1030,1,apartment,apartment,325000,,2,87,1,,,,2,,10633065,as new,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/10633065
,Lessines,7864,1,house,exceptional property,329500,,4,220,1,1,800,1513,4,,10410046,good,https://www.immoweb.be/en/classified/exceptional-property/for-sale/lessines/7864/10410046
,Flobecq,7880,1,house,house,339000,,3,190,1,,,630,3,,10607396,good,https://www.immoweb.be/en/classified/house/for-sale/flobecq/7880/10607396
,Wavre,1300,,house,mixed use building,345000,,2,176,,,,110,3,,10615161,to renovate,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/wavre/1300/10615161
,Gent,9000,1,house,house,345000,,3,119,,,,50,3,,10575697,to restore,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10575697
,Paal,3583,1,house,house,349000,,3,208,,,,1682,4,,10553334,good,https://www.immoweb.be/en/classified/house/for-sale/paal/3583/10553334
,Antwerp,2020,1,house,house,349000,,4,159,,1,35,142,2,,10638284,as new,https://www.immoweb.be/en/classified/house/for-sale/antwerp/2020/10638284
,Modave,4577,0,house,house,339500,isUnderOption,4,200,1,1,500,990,4,,10592580,good,https://www.immoweb.be/en/classified/house/for-sale/modave/4577/10592580
,Braine-le-Comte,7090,1,house,house,350000,isUnderOption,4,287,1,1,130,395,3,,10503243,as new,https://www.immoweb.be/en/classified/house/for-sale/braine-le-comte/7090/10503243
,Florennes,5620,1,house,mixed use building,349900,,4,133,1,,,616,3,,10453197,to renovate,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/florennes/5620/10453197
,Rumes Taintignies,7618,1,house,villa,349000,,3,148,1,1,532,674,4,,10588407,good,https://www.immoweb.be/en/classified/villa/for-sale/rumes%20taintignies/7618/10588407
,Florennes,5620,1,house,house,349900,,4,133,1,,,616,3,,10453198,to renovate,https://www.immoweb.be/en/classified/house/for-sale/florennes/5620/10453198
,Ellezelles,7890,1,house,bungalow,349500,,4,185,1,1,800,1204,4,,10579070,good,https://www.immoweb.be/en/classified/bungalow/for-sale/ellezelles/7890/10579070
,Dilbeek,1703,0,house,house,354000,,2,136,1,,,1401,2,,10622367,to renovate,https://www.immoweb.be/en/classified/house/for-sale/dilbeek/1703/10622367
